sedol,aims,annual_charge,annual_saving,bid_price,citicode,closed_fund,company_id,company_name,cost_segment,full_description,fund_name,fund_size,historic_yield,holding_fee,icvc,initial_charge,initial_commission,initial_saving,is_oeic,isaable,kiid,launch_currency,launchdate,lsmininv,lump_sum_min_inv,net_annual_charge,num_holdings,offer_price,other_expenses,payment_frequency,payment_type,percent_change,perf0t12m,perf120m,perf12m,perf12t24m,perf24t36m,perf36m,perf36t48m,perf3m,perf48t60m,perf60m,perf6m,reg_saver,reg_saver_min_inv,sector_id,sector_name,sicav,sippable,total_expenses,tracker,unit_type,update_time,updated,valuation_frequency,fund_yield,Wealth150
BF18C78,"The objective of the Fund is to provide income in excess of the income generated by the FTSE World Europe ex-UK TR Net Index, the Benchmark Index, measured before the deduction of any charges and over rolling five year periods, whilst aiming for capital growth in the long term (at least five years). Please note, invested capital is at risk and there is no guarantee that the above will be attained over any time period.",0.8,0.0,62.93,OATD,0,191,Legal & General,2,Legal & General European Equity Income (Class I),Legal & General European Equity Income (Class I),260.5,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.8,58.0,62.93,0.0,Quarterly,Dividend,-0.06,10.46,0.0,10.46,14.12,4.56,31.81,4.02,3.91,38.2,89.48,16.23,1,25.0,111,Europe Excluding UK,0,1,0.8,0,Income,2025-05-28,2025-05-28,Daily,0.03,0
BF18C89,"The objective of the Fund is to provide income in excess of the income generated by the FTSE World Europe ex-UK TR Net Index, the Benchmark Index, measured before the deduction of any charges and over rolling five year periods, whilst aiming for capital growth in the long term (at least five years). Please note, invested capital is at risk and there is no guarantee that the above will be attained over any time period.",0.8,0.0,80.60000000000001,OATC,0,191,Legal & General,2,Legal & General European Equity Income (Class I),Legal & General European Equity Income (Class I),260.5,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.8,58.0,80.60000000000001,0.0,Quarterly,Dividend,-0.07,10.48,0.0,10.48,14.08,4.51,31.71,4.13,3.92,38.18,89.52,16.24,1,25.0,111,Europe Excluding UK,0,1,0.8,0,Accumulation,2025-05-28,2025-05-28,Daily,0.03,0
BG0QNZ5,"The objective of this fund is to provide growth by tracking the performance of the FTSE World Europe ex UK Index. The fund will invest almost entirely in company shares. The funds investments will closely match those that make up the Index. The Index consists of a broad spread of European company shares (excluding UK companies). The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk.",0.12,0.06,412.4,JUFG,0,191,Legal & General,2,Legal & General European Index (Class C),Legal & General European Index (Class C),3125.1,2.6,0.0,0,0.0,0.0,0.0,0,1,1,GBP,1989-06-13,100.0,100.0,0.06,550.0,412.4,-0.03,Annually,Dividend,-0.05,7.45,0.0,7.45,15.01,11.7,38.04,-2.55,2.26,27.06,70.91,13.73,1,25.0,111,Europe Excluding UK,0,1,0.06,1,Income,2025-05-28,2025-05-28,Daily,2.6,1
BG0QP04,"The objective of this fund is to provide growth by tracking the performance of the FTSE World Europe ex UK Index. The fund will invest almost entirely in company shares. The funds investments will closely match those that make up the Index. The Index consists of a broad spread of European company shares (excluding UK companies). The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk.",0.12,0.06,723.8000000000001,JUFH,0,191,Legal & General,2,Legal & General European Index (Class C),Legal & General European Index (Class C),3125.1,2.6,0.0,0,0.0,0.0,0.0,0,1,1,GBP,1989-06-13,100.0,100.0,0.06,550.0,723.8000000000001,-0.03,Annually,Dividend,-0.04,7.42,0.0,7.42,14.98,11.34,37.5,-2.55,2.27,27.06,70.26,13.73,1,25.0,111,Europe Excluding UK,0,1,0.06,1,Accumulation,2025-05-28,2025-05-28,Daily,2.6,1
BL6C1V4,"The objective of the Fund is to provide a combination of growth and income by tracking the performance of the Solactive L&G Enhanced ESG Emerging Markets Index NTR (the Benchmark Index) before fees and expenses are applied. Therefore, the Funds performance may differ from the Benchmark Index due to the deduction of fees and expenses and the impact of any tracking error factors.",0.2,0.0,51.559999999999995,HWKC,0,191,Legal & General,1,Legal & General Fut Wrld ESG Tilted & Opt Emg Mkt,Legal & General Future World ESG Tilted & Optimised Emerging Marke,213.2,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,2022-04-20,100.0,100.0,0.2,1709.0,51.559999999999995,0.0,N/a,Dividend,0.39,4.15,0.0,4.15,9.13,-1.54,11.91,0.0,-3.71,0.0,0.0,-0.37,1,25.0,112,Global Emerging Markets,0,1,0.2,0,Income,2025-05-28,2025-05-28,Daily,0.02,1
BL6C211,"The objective of the Fund is to provide a combination of growth and income by tracking the performance of the Solactive L&G Enhanced ESG Emerging Markets Index NTR (the Benchmark Index) before fees and expenses are applied. Therefore, the Funds performance may differ from the Benchmark Index due to the deduction of fees and expenses and the impact of any tracking error factors.",0.2,0.0,55.03,TOEQ,0,191,Legal & General,3,Legal & General Fut Wrld ESG Tilted & Opt Emg Mkts,Legal & General Future World ESG Tilted & Optimised Emerging Marke,213.2,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,2022-04-20,100.0,100.0,0.2,1709.0,55.03,0.0,N/a,Dividend,0.38,4.16,0.0,4.16,9.15,-1.65,11.81,0.0,-3.72,0.0,0.0,-0.4,1,25.0,112,Global Emerging Markets,0,1,0.2,1,Accumulation,2025-05-28,2025-05-28,Daily,0.02,1
BL69438,"The objective of the Fund is to provide a combination of growth and income by tracking the performance of the Solactive L&G Enhanced ESG Europe ex UK Index, the Benchmark Index.",0.1,0.0,62.93,TL3R,0,191,Legal & General,1,Legal & General Fut Wrld ESG Tltd & Opt Eur ex UK,Legal & General Future World ESG Tilted & Optimised Europe ex UK I,121.8,0.0,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.1,309.0,62.93,0.0,N/a,Dividend,-0.17,5.51,0.0,5.51,14.97,11.91,35.75,0.0,0.69,0.0,0.0,11.26,1,25.0,111,Europe Excluding UK,0,1,0.1,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BF41GZ0,"The investment objective of the Fund is to seek to provide both income and capital growth by tracking the performance of the FTSE All-World ex CW Climate Balanced Factor Index. The Fund invests almost exclusively in the shares of companies that make up the Index. However, it may exclude shares of companies from the Index in accordance with the Managers climate impact pledge (the Climate Impact Pledge). The number of companies excluded is not expected to be significant. The Fund may also hold units in other collective investment schemes, money market instruments, cash, near cash and derivatives for efficient portfolio management purposes. From time to time non-index constituents may be held as a result of a corporate action.",0.23,0.0,75.47,OBIS,0,191,Legal & General,1,Legal & General Fut Wrld Gbl Multi-Factor ESG Til,Legal & General Fut Wrld Gbl Multi-Factor ESG Tilted & Optimised I,205.9,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.23,1409.0,75.47,0.0,Bi-annually,Dividend,1.1,3.37,0.0,3.37,14.18,3.89,22.62,5.47,-4.17,22.74,58.75,-4.34,1,25.0,109,Global,0,1,0.23,0,Income,2025-05-28,2025-05-28,Daily,0.02,0
BF41Q50,"The investment objective of the Fund is to seek to provide both income and capital growth by tracking the performance of the FTSE All-World ex CW Climate Balanced Factor Index. The Fund invests almost exclusively in the shares of companies that make up the Index. However, it may exclude shares of companies from the Index in accordance with the Managers climate impact pledge (the Climate Impact Pledge). The number of companies excluded is not expected to be significant. The Fund may also hold units in other collective investment schemes, money market instruments, cash, near cash and derivatives for efficient portfolio management purposes. From time to time non-index constituents may be held as a result of a corporate action.",0.23,0.0,86.72,OBIR,0,191,Legal & General,1,Legal & General Fut Wrld Gbl Multi-Factor ESG Til,Legal & General Fut Wrld Gbl Multi-Factor ESG Tilted & Optimised I,205.9,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.23,1409.0,86.72,0.0,Bi-annually,Dividend,1.1,3.36,0.0,3.36,14.19,3.9,22.63,5.49,-4.18,22.75,58.79,-4.35,1,25.0,109,Global,0,1,0.23,0,Accumulation,2025-05-28,2025-05-28,Daily,0.02,0
BMXVDP9,"The Fund objective is to provide a combination of growth and income within a pre-determined risk profile.  The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.  The Fund also aims to incorporate environmental, social and governance considerations into the investment strategy.",0.36,0.0,46.35,R6DY,0,191,Legal & General,3,Legal & General Future World ESG Multi-Index 3,Legal & General Future World ESG Multi-Index 3 (Class I),17.3,0.0,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,99.0,46.35,0.008,N/a,Dividend,0.15,4.71,0.0,4.71,6.44,-5.73,5.06,-4.44,-0.3,0.0,0.0,0.51,1,25.0,157,Volatility Managed,0,1,0.36,1,Income,2025-05-28,2025-05-28,Daily,0.0,0
BMXVDQ0,"The Fund objective is to provide a combination of growth and income within a pre-determined risk profile.  The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.  The Fund also aims to incorporate environmental, social and governance considerations into the investment strategy.",0.36,0.0,51.080000000000005,R6DX,0,191,Legal & General,3,Legal & General Future World ESG Multi-Index 3,Legal & General Future World ESG Multi-Index 3 (Class I),17.3,0.0,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,99.0,51.080000000000005,0.008,N/a,Dividend,0.14,4.7,0.0,4.7,6.42,-5.72,5.05,-4.47,-0.29,0.0,0.0,0.51,1,25.0,157,Volatility Managed,0,1,0.36,1,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BJ0M387,"The Fund objective is to provide a combination of growth and income within a pre-determined risk profile.  The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.  The Fund also aims to incorporate environmental, social and governance considerations into the investment strategy. The Fund will mainly be exposed to equities but may also have exposure to fixed income securities (both government and non-government), money market instruments (including cash, deposits and near cash) and alternative asset classes (such as commodities) and property.  In order to achieve this exposure, at least 75% of the Fund will invest in other authorised investment funds. At least 50% of the Fund will invest in index tracker funds which are operated by Legal & General.
The Fund aims to invest at least 50% in assets that incorporate environmental, social and governance criteria. However the Funds ability to do so may be limited by its primary objective to remain within its risk profile. More information is available in the latest fund factsheet, on our website in the Future World hub (http://update.lgim.com/futureworldfund) and in the Multi-Index range brochure ([link to current draft word doc once uploaded on website]). 
The Funds risk profile is managed by restricting the types of assets held and the allocations of each asset type.  The asset and allocation restrictions are set with reference to research carried out by an external agency and are based on the long term historic returns and volatility of each asset type. This external agency has determined risk bands ranging between 1 to 10, with 10 being the highest.",0.36,0.0,61.75000000000001,Q5CL,0,191,Legal & General,2,Legal & General Future World ESG Multi-Index 4,Legal & General Future World ESG Multi-Index 4 (Class I),151.7,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,97.0,61.75000000000001,0.01,N/a,Dividend,0.24,4.82,0.0,4.82,7.78,-3.09,9.47,-3.2,-0.9,11.64,18.3,0.34,1,25.0,157,Volatility Managed,0,1,0.36,0,Accumulation,2025-05-28,2025-05-28,Daily,0.03,0
BJ0M398,"The Fund objective is to provide a combination of growth and income within a pre-determined risk profile.  The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.  The Fund also aims to incorporate environmental, social and governance considerations into the investment strategy. The Fund will mainly be exposed to equities but may also have exposure to fixed income securities (both government and non-government), money market instruments (including cash, deposits and near cash) and alternative asset classes (such as commodities) and property.  In order to achieve this exposure, at least 75% of the Fund will invest in other authorised investment funds. At least 50% of the Fund will invest in index tracker funds which are operated by Legal & General.
The Fund aims to invest at least 50% in assets that incorporate environmental, social and governance criteria. However the Funds ability to do so may be limited by its primary objective to remain within its risk profile. More information is available in the latest fund factsheet, on our website in the Future World hub (http://update.lgim.com/futureworldfund) and in the Multi-Index range brochure ([link to current draft word doc once uploaded on website]). 
The Funds risk profile is managed by restricting the types of assets held and the allocations of each asset type.  The asset and allocation restrictions are set with reference to research carried out by an external agency and are based on the long term historic returns and volatility of each asset type. This external agency has determined risk bands ranging between 1 to 10, with 10 being the highest.",0.36,0.0,55.54,Q5CM,0,191,Legal & General,2,Legal & General Future World ESG Multi-Index 4,Legal & General Future World ESG Multi-Index 4 (Class I),151.7,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,97.0,55.54,0.01,N/a,Dividend,0.23,4.82,0.0,4.82,7.77,-3.09,9.47,-3.21,-0.91,11.65,18.3,0.34,1,25.0,157,Volatility Managed,0,1,0.36,0,Income,2025-05-28,2025-05-28,Daily,0.03,0
BJ0LSD4,"The Fund objective is to provide a combination of growth and income within a pre-determined risk profile.  The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.  The Fund also aims to incorporate environmental, social and governance considerations into the investment strategy. The Fund will mainly be exposed to equities but may also have exposure to fixed income securities (both government and non-government), money market instruments (including cash, deposits and near cash) and alternative asset classes (such as commodities) and property.  In order to achieve this exposure, at least 75% of the Fund will invest in other authorised investment funds. At least 50% of the Fund will invest in index tracker funds which are operated by Legal & General.
The Fund aims to invest at least 50% in assets that incorporate environmental, social and governance criteria. However the Funds ability to do so may be limited by its primary objective to remain within its risk profile. More information is available in the latest fund factsheet, on our website in the Future World hub (http://update.lgim.com/futureworldfund) and in the Multi-Index range brochure ([link to current draft word doc once uploaded on website]). 
The Funds risk profile is managed by restricting the types of assets held and the allocations of each asset type.  The asset and allocation restrictions are set with reference to research carried out by an external agency and are based on the long term historic returns and volatility of each asset type. This external agency has determined risk bands ranging between 1 to 10, with 10 being the highest.",0.36,0.0,67.31,Q4T9,0,191,Legal & General,1,Legal & General Future World ESG Multi-Index 5,Legal & General Future World ESG Multi-Index 5 (Class I),127.7,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,101.0,67.31,0.012,N/a,Dividend,0.27,5.35,0.0,5.35,10.05,-0.82,14.99,-1.52,-1.29,15.49,30.78,0.43,1,25.0,109,Global,0,1,0.36,0,Accumulation,2025-05-28,2025-05-28,Daily,0.02,0
BJ0LSF6,"The Fund objective is to provide a combination of growth and income within a pre-determined risk profile.  The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.  The Fund also aims to incorporate environmental, social and governance considerations into the investment strategy. The Fund will mainly be exposed to equities but may also have exposure to fixed income securities (both government and non-government), money market instruments (including cash, deposits and near cash) and alternative asset classes (such as commodities) and property.  In order to achieve this exposure, at least 75% of the Fund will invest in other authorised investment funds. At least 50% of the Fund will invest in index tracker funds which are operated by Legal & General.
The Fund aims to invest at least 50% in assets that incorporate environmental, social and governance criteria. However the Funds ability to do so may be limited by its primary objective to remain within its risk profile. More information is available in the latest fund factsheet, on our website in the Future World hub (http://update.lgim.com/futureworldfund) and in the Multi-Index range brochure ([link to current draft word doc once uploaded on website]). 
The Funds risk profile is managed by restricting the types of assets held and the allocations of each asset type.  The asset and allocation restrictions are set with reference to research carried out by an external agency and are based on the long term historic returns and volatility of each asset type. This external agency has determined risk bands ranging between 1 to 10, with 10 being the highest.",0.36,0.0,60.760000000000005,Q4TA,0,191,Legal & General,1,Legal & General Future World ESG Multi-Index 5,Legal & General Future World ESG Multi-Index 5 (Class I),127.7,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,101.0,60.760000000000005,0.012,N/a,Dividend,0.26,5.34,0.0,5.34,10.07,-0.84,14.97,-1.51,-1.3,15.44,30.72,0.43,1,25.0,109,Global,0,1,0.36,0,Income,2025-05-28,2025-05-28,Daily,0.02,0
BMX5HR1,The objective of the Fund is to provide a combination of growth and income within a pre-determined risk profile. The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.,0.36,0.0,61.68,V8KR,0,191,Legal & General,2,Legal & General Future World ESG Multi-Index 6,Legal & General Future World ESG Multi-Index 6 (Class I),77.8,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,89.0,61.68,0.0,N/a,Dividend,0.34,5.51,0.0,5.51,10.95,0.0,0.0,0.0,-1.79,0.0,0.0,0.05,1,25.0,157,Volatility Managed,0,1,0.36,0,Accumulation,2025-05-28,2025-05-28,Daily,0.02,0
BMX5HS2,The objective of the Fund is to provide a combination of growth and income within a pre-determined risk profile. The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.,0.36,0.0,58.830000000000005,WKSJ,0,191,Legal & General,2,Legal & General Future World ESG Multi-Index 6,Legal & General Future World ESG Multi-Index 6 (Class I),77.8,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,89.0,58.830000000000005,0.0,N/a,Dividend,0.36,5.5,0.0,5.5,10.96,0.0,0.0,0.0,-1.79,0.0,0.0,0.05,1,25.0,157,Volatility Managed,0,1,0.36,0,Income,2025-05-28,2025-05-28,Daily,0.02,0
BMX5V13,The objective of the Fund is to provide a combination of growth and income within a pre-determined risk profile. The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.,0.36,0.0,64.92,WTZ1,0,191,Legal & General,2,Legal & General Future World ESG Multi-Index 7,Legal & General Future World ESG Multi-Index 7 (Class I),29.0,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,66.0,64.92,0.0,N/a,Dividend,0.42,6.26,0.0,6.26,13.7,0.0,0.0,0.0,-2.18,0.0,0.0,0.11,1,25.0,157,Volatility Managed,0,1,0.36,0,Accumulation,2025-05-28,2025-05-28,Daily,0.02,0
BMX5V24,The objective of the Fund is to provide a combination of growth and income within a pre-determined risk profile. The Funds potential gains and losses are likely to be constrained by the aim to stay within the risk profile.,0.36,0.0,62.45,TLOH,0,191,Legal & General,2,Legal & General Future World ESG Multi-Index 7,Legal & General Future World ESG Multi-Index 7 (Class I),29.0,0.02,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.36,66.0,62.45,0.0,N/a,Dividend,0.42,6.26,0.0,6.26,13.7,0.0,0.0,0.0,-2.19,0.0,0.0,0.1,1,25.0,157,Volatility Managed,0,1,0.36,0,Income,2025-05-28,2025-05-28,Daily,0.02,0
BL6C2H7,"The objective of the Fund is to provide a combination of growth and income by tracking the performance of the Solactive L&G Enhanced ESG Japan Index, the Benchmark Index.",0.1,0.0,58.440000000000005,HT2Q,0,191,Legal & General,1,Legal & General Future World ESG Tilt & Opt Jap I,Legal & General Future World ESG Tilted & Optimised Japan Index (C,86.2,0.0,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.1,289.0,58.440000000000005,0.0,N/a,Dividend,0.34,5.03,0.0,5.03,12.59,6.1,25.46,0.0,-2.56,0.0,0.0,1.43,1,25.0,113,Japan,0,1,0.1,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BL693W0,"The objective of the Fund is to provide a combination of growth and income by tracking the performance of the Solactive L&G Enhanced ESG North America Index, the Benchmark Index",0.15,0.0,60.9,W97J,0,191,Legal & General,1,Legal & General Future World ESG Tiltd & Opt Asia,Legal & General Future World ESG Tilted & Opt Asia Pacific Index (,37.2,0.0,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.15,145.0,60.9,0.05,N/a,Dividend,0.1,7.89,0.0,7.89,5.46,-1.78,11.76,0.0,-1.11,0.0,0.0,-2.39,1,25.0,121,Asia Pacific Ex Japan,0,1,0.15,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BL6C0T5,"The objective of the Fund is to provide a combination of growth and income by tracking the performance of the Solactive L&G Enhanced ESG North America Index, the Benchmark Index",0.1,0.0,67.67999999999999,TWCI,0,191,Legal & General,1,Legal & General Future World ESG Tiltd & Opt N Ame,Legal & General Future World ESG Tilted & Opt North America Index ,321.6,0.0,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.1,519.0,67.67999999999999,0.0,N/a,Dividend,1.27,5.98,0.0,5.98,24.72,6.08,40.22,0.0,-7.31,0.0,0.0,-8.04,1,25.0,110,North America,0,1,0.1,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BFZ6030,The investment objective of the Fund is to seek to provide positive returns of both capital growth and income. The Fund will seek to provide returns of 5% above the Bank of England Base Rate per annum over rolling five year periods. There is no guarantee that the objective will be met over any period and capital invested in the fund is at risk. This objective is before the deduction of any charges,0.75,0.0,62.99,P9S7,0,191,Legal & General,3,Legal & General Future World Global Opps,Legal & General Future World Global Opportunities (Class I),183.8,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.75,428.0,62.99,0.0,N/a,Dividend,0.16,2.99,0.0,2.99,15.0,3.36,22.41,-0.41,-1.23,12.43,37.06,-1.33,1,25.0,136,Targeted Absolute Return,0,1,0.75,0,Income,2025-05-28,2025-05-28,Daily,0.03,0
BFZ6041,The investment objective of the Fund is to seek to provide positive returns of both capital growth and income. The Fund will seek to provide returns of 5% above the Bank of England Base Rate per annum over rolling five year periods. There is no guarantee that the objective will be met over any period and capital invested in the fund is at risk. This objective is before the deduction of any charges,0.75,0.0,69.65,P9S6,0,191,Legal & General,3,Legal & General Future World Global Opps,Legal & General Future World Global Opportunities (Class I),183.8,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.75,428.0,69.65,0.0,N/a,Dividend,0.16,2.92,0.0,2.92,14.95,3.38,22.3,-0.4,-1.26,12.4,36.92,-1.36,1,25.0,136,Targeted Absolute Return,0,1,0.75,0,Accumulation,2025-05-28,2025-05-28,Daily,0.03,0
B887M57,"The objective of this fund is to provide growth. The fund will typically invest between 90% and 100% in company shares. It may also invest in other investment funds. The fund will invest in a broad range of UK company shares. The fund may also hold investments which invest in, or derive income from, overseas operations. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk. The fund may also invest in cash or deposits.",0.78,0.0,304.4,GTPZ,0,191,Legal & General,2,Legal & General Future World UK Equity,Legal & General Future World UK Equity (Class I),322.4,0.02,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2009-02-23,100.0,100.0,0.78,43.0,304.4,0.0,Bi-annually,Dividend,-0.46,11.39,0.0,11.39,8.01,1.54,22.17,-20.74,2.79,28.43,24.36,8.08,1,25.0,101,UK All Companies,0,1,0.78,0,Income,2025-05-28,2025-05-28,Daily,0.02,0
B8F72V6,"The objective of this fund is to provide growth. The fund will typically invest between 90% and 100% in company shares. It may also invest in other investment funds. The fund will invest in a broad range of UK company shares. The fund may also hold investments which invest in, or derive income from, overseas operations. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk. The fund may also invest in cash or deposits.",0.78,0.0,402.7,GTPY,0,191,Legal & General,2,Legal & General Future World UK Equity,Legal & General Future World UK Equity (Class I),322.4,0.02,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2009-02-23,100.0,100.0,0.78,43.0,402.7,0.0,Bi-annually,Dividend,-0.45,11.4,0.0,11.4,7.97,1.54,22.13,-20.77,2.8,28.46,24.31,8.07,1,25.0,101,UK All Companies,0,1,0.78,0,Accumulation,2025-05-28,2025-05-28,Daily,0.02,0
BMFXWM3,"The objective of the Fund is to provide a combination of growth and income by tracking the performance of the Solactive L&G Enhanced ESG Developed Index, the Benchmark Index.
The Fund will invest at least 90% in assets that make up the Benchmark Index.  The Benchmark Index is comprised of shares in companies that demonstrate good environmental, social and governance efforts and are incorporated or headquartered or which have their principal business activities in developed countries. The Benchmark Index will exclude companies which are related to tobacco and arms. These exclusions include arms and tobacco manufacturers and any company that derives over 10% revenues from retail or supply of these products.
The Fund may exclude shares of companies in the Benchmark Index in accordance with the Managers climate impact pledge (the Climate Impact Pledge).
The Fund is a Replicating Fund as it replicates as closely as possible the constituents of the Benchmark Index by holding all, or substantially all, of the assets comprising the Benchmark Index in similar proportions to their weightings in the Benchmark Index. 
The Fund may also invest in shares in companies which are reasonably expected to become part of the Benchmark Index in the near future or are an alternative to a constituent of the Benchmark Index and collective investment schemes, including those managed or operated by the Manager or an associate of the Manager as well as money market instruments (such as treasury bills), cash and permitted deposits.
The Fund may only use derivatives for Efficient Portfolio Management purposes.
A summary of the Managers Climate Impact Pledge is available at: www.lgim.com/climate-impact-pledge",0.2,0.05,84.17999999999999,R3PM,0,191,Legal & General,2,Legal & General Future Wrld ESG Tilted & Opt Dev I,Legal & General Future World ESG Tilted & Optimised Developed Inde,2520.0,1.4,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2019-04-12,100.0,100.0,0.15,1314.0,84.17999999999999,0.0,Bi-annually,Dividend,0.92,5.95,0.0,5.95,21.02,6.37,36.39,4.84,-5.47,0.0,0.0,-4.57,1,25.0,109,Global,0,1,0.15,1,Income,2025-05-28,2025-05-28,Daily,1.4,1
BMFXWS9,"The objective of the Fund is to provide a combination of growth and income by tracking the performance of the Solactive L&G Enhanced ESG Developed Index, the Benchmark Index.
The Fund will invest at least 90% in assets that make up the Benchmark Index.  The Benchmark Index is comprised of shares in companies that demonstrate good environmental, social and governance efforts and are incorporated or headquartered or which have their principal business activities in developed countries. The Benchmark Index will exclude companies which are related to tobacco and arms. These exclusions include arms and tobacco manufacturers and any company that derives over 10% revenues from retail or supply of these products.
The Fund may exclude shares of companies in the Benchmark Index in accordance with the Managers climate impact pledge (the Climate Impact Pledge).
The Fund is a Replicating Fund as it replicates as closely as possible the constituents of the Benchmark Index by holding all, or substantially all, of the assets comprising the Benchmark Index in similar proportions to their weightings in the Benchmark Index. 
The Fund may also invest in shares in companies which are reasonably expected to become part of the Benchmark Index in the near future or are an alternative to a constituent of the Benchmark Index and collective investment schemes, including those managed or operated by the Manager or an associate of the Manager as well as money market instruments (such as treasury bills), cash and permitted deposits.
The Fund may only use derivatives for Efficient Portfolio Management purposes.
A summary of the Managers Climate Impact Pledge is available at: www.lgim.com/climate-impact-pledge",0.2,0.05,90.31,R3PL,0,191,Legal & General,2,Legal & General Future Wrld ESG Tilted & Opt Dev I,Legal & General Future World ESG Tilted & Optimised Developed Inde,2520.0,1.4,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2019-04-12,100.0,100.0,0.15,1314.0,90.31,0.0,Bi-annually,Dividend,0.92,5.97,0.0,5.97,21.01,6.35,36.38,4.81,-5.45,0.0,0.0,-4.55,1,25.0,109,Global,0,1,0.15,1,Accumulation,2025-05-28,2025-05-28,Daily,1.4,1
BMFXWT0,"The investment objective of the Fund is to seek to provide both capital growth and income by tracking the performance of the Solactive L&G ESG UK Index (the Index). The Fund invests almost exclusively in the shares of companies that make up the Index. The index aims to explicitly incorporate environmental, social and governance considerations into the investment strategy. The Fund may exclude shares of companies in the Index in accordance with the Managers climate impact pledge (the Climate Impact Pledge). The Fund may also invest in the shares of companies which are reasonably expected, at the Managers discretion, to become part of the Index. The Fund may also hold units in other collective investment schemes, money market instruments, cash and near cash. The Fund may also use derivatives for efficient portfolio management purposes. From time to time non-index constituents may be held as a result of a corporate action.",0.15,0.05,63.55,R3PO,0,191,Legal & General,3,Legal & General Future Wrld ESG Tilted & Opt UK Id,Legal & General Future World ESG Tilted & Optimised UK Index (Clas,501.4,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,2019-04-15,100.0,100.0,0.1,326.0,63.55,0.0,N/a,Dividend,-0.34,7.62,0.0,7.62,10.38,-0.02,18.76,2.99,2.02,0.0,0.0,7.21,1,25.0,101,UK All Companies,0,1,0.1,1,Income,2025-05-28,2025-05-28,Daily,0.03,1
